"","edgeuid","total_hikers"
"40357",153755021,10
"40358",153755023,5
"40359",153755024,5
"40360",153755025,10
"40361",153755033,5
"40362",153755034,15
"40363",153755035,5
"40364",153755038,5
"40365",153755039,5
"40366",153755040,5
"40367",153755049,5
"40368",153755053,5
"40369",153755057,5
"40370",153755060,5
"40371",153755071,85
"40372",153755086,90
"40373",153755098,35
"40374",153755100,35
"40375",153755101,45
"40376",153755103,55
"40377",153755104,30
"40378",153755110,5
"40379",153755112,50
"40380",153755113,30
"40381",153755115,5
"40382",153755137,10
"40383",153755138,15
"40384",153755140,10
"40385",153755141,10
"40386",153755145,10
"40387",153755147,10
"40388",153755150,5
"40389",153755152,5
"40390",153755157,55
"40391",153755158,25
"40392",153755160,10
"40393",153755161,20
"40394",153755163,15
"40395",153755165,5
"40396",153755167,15
"40397",153755168,5
"40398",153755171,10
"40399",153755173,15
"40400",153755181,10
"40401",153755183,15
"40402",153755186,5
"40403",153755187,5
"40404",153755196,5
"40405",153755198,5
"40406",153755200,10
"40407",153755201,10
"40408",153755228,10
"40409",153755230,10
"40410",153755232,25
"40411",153755233,5
"40412",153755234,55
"40413",153755238,40
"40414",153755239,5
"40415",153755240,40
"40416",153755244,45
"40417",153755245,45
"40418",153755246,10
"40419",153755248,5
"40420",153755253,5
"40421",153755262,5
"40422",153755264,5
"40423",153755271,5
"40424",153755277,5
"40425",153755298,5
"40426",153755299,15
"40427",153755300,10
"40428",153755302,5
"40429",153755304,25
"40430",153755305,5
"40431",153755310,960
"40432",153755311,815
"40433",153755312,15
"40434",153755317,5
"40435",153755319,15
"40436",153755320,15
"40437",153755330,5
"40438",153755332,15
"40439",153755334,15
"40440",153755338,5
"40441",153755339,15
"40442",153755352,430
"40443",153755353,780
"40444",153755355,5
"40445",153755358,5
"40446",153755360,15
"40447",153755363,15
"40448",153755373,15
"40449",153755375,5
"40450",153755385,20
"40451",153755386,225
"40452",153755387,80
"40453",153755388,5
"40454",153755390,10
"40455",153755393,5
"40456",153755395,880
"40457",153755396,20
"40458",153755398,40
"40459",153755399,265
"40460",153755400,50
"40461",153755401,95
"40462",153755404,80
"40463",153755405,70
"40464",153755406,280
"40465",153755407,355
"40466",153755408,900
"40467",153755414,5
"40468",153755415,10
"40469",153755418,70
"40470",153755425,10
"40471",153755426,5
"40472",153755427,10
"40473",153755428,5
"40474",153755429,10
"40475",153755430,80
"40476",153755431,50
"40477",153755432,15
"40478",153755439,15
"40479",153755441,15
"40480",153755443,10
"40481",153755444,35
"40482",153755445,55
"40483",153755447,55
"40484",153755449,10
"40485",153755451,80
"40486",153755452,55
"40487",153755454,35
"40488",153755455,20
"40489",153755457,85
"40490",153755459,185
"40491",153755460,20
"40492",153755462,20
"40493",153755463,210
"40494",153755464,190
"40495",153755465,200
"40496",153755467,205
"40497",153755468,20
"40498",153755469,350
"40499",153755470,335
"40500",153755471,860
"40501",153755472,10
"40502",153755473,60
"40503",153755476,15
"40504",153755477,45
"40505",153755478,45
"40506",153755479,15
"40507",153755480,790
"40508",153755481,80
"40509",153755482,910
"40510",153755483,60
"40511",153755486,85
"40512",153755488,65
"40513",153755489,805
"40514",153755490,855
"40515",153755491,350
"40516",153755492,350
"40517",153755493,460
"40518",153755494,865
"40519",153755495,430
"40520",153755496,225
"40521",153755497,810
"40522",153755498,10
"40523",153755500,75
"40524",153755501,10
"40525",153755502,45
"40526",153755503,40
"40527",153755504,45
"40528",153755510,15
"40529",153755511,100
"40530",153755516,60
"40531",153755518,60
"40532",153755519,45
"40533",153755520,55
"40534",153755521,55
"40535",153755522,65
"40536",153755523,60
"40537",153755524,65
"40538",153755525,65
"40539",153755527,110
"40540",153755528,115
"40541",153755533,115
"40542",153755539,15
"40543",153755545,25
"40544",153755547,10
"40545",153755548,25
"40546",153755553,85
"40547",153755575,10
"40548",153755578,25
"40549",153755579,785
"40550",153755580,5
"40551",153755583,10
"40552",153755585,20
"40553",153755587,5
"40554",153755592,15
"40555",153755594,15
"40556",153755601,15
"40557",153755602,15
"40558",153755604,20
"40559",153755608,85
"40560",153755609,85
"40561",153755621,20
"40562",153755623,85
"40563",153755637,5
"40564",153755638,5
"40565",153755642,5
"40566",153755644,5
"40567",153755646,5
"40568",153755660,10
"40569",153755661,20
"40570",153755663,20
"40571",153755666,20
"40572",153755671,10
"40573",153755672,10
"40574",153755673,10
"40575",153755678,10
"40576",153755679,10
"40577",153755681,35
"40578",153755682,5
"40579",153755688,5
"40580",153755689,5
"40581",153755691,5
"40582",153755694,5
"40583",153755708,5
"40584",153755719,5
"40585",153755720,5
"40586",153755723,5
"40587",153755724,5
"40588",153755727,5
"40589",153755736,20
"40590",153755739,5
"40591",153755741,5
"40592",153755759,20
"40593",153755760,5
"40594",153755765,20
"40595",153755767,20
"40596",153755769,50
"40597",153755771,55
"40598",153755773,85
"40599",153755777,85
"40600",153755787,75
"40601",153755788,80
"40602",153755789,15
"40603",153755790,95
"40604",153755791,5
"40605",153755796,75
"40606",153755798,75
"40607",153755801,10
"40608",153755802,5
"40609",153755804,5
"40610",153755805,75
"40611",153755806,70
"40612",153755808,20
"40613",153755809,25
"40614",153755816,75
"40615",153755817,75
"40616",153755818,75
"40617",153755820,5
"40618",153755823,80
"40619",153755832,115
"40620",153755835,120
"40621",153755839,110
"40622",153755842,105
"40623",153755843,95
"40624",153755844,85
"40625",153755847,90
"40626",153755849,90
"40627",153755850,85
"40628",153755851,80
"40629",153755852,85
"40630",153755854,60
"40631",153755857,60
"40632",153755860,65
"40633",153755862,65
"40634",153755868,85
"40635",153755872,60
"40636",153755874,60
"40637",153755876,60
"40638",153755877,60
"40639",153755881,55
"40640",153755882,55
"40641",153755884,35
"40642",153755885,5
"40643",153755893,5
"40644",153755917,85
"40645",153755918,85
"40646",153755920,85
"40647",153755923,5
"40648",153755925,15
"40649",153755926,5
"40650",153755927,80
"40651",153755929,5
"40652",153755930,5
"40653",153755933,5
"40654",153755934,5
"40655",153755943,40
"40656",153755944,15
"40657",153755946,20
"40658",153755947,20
"40659",153755949,30
"40660",153755951,15
"40661",153755952,10
"40662",153755953,10
"40663",153755957,10
"40664",153755958,10
"40665",153755961,45
"40666",153755969,25
"40667",153755972,5
"40668",153755974,5
"40669",153755986,10
"40670",153755987,10
"40671",153755989,15
"40672",153755996,20
"40673",153755997,15
"40674",153755998,10
"40675",153755999,15
"40676",153756002,5
"40677",153756004,5
"40678",153756018,5
"40679",153756022,10
"40680",153756023,10
"40681",153756024,5
"40682",153756031,15
"40683",153756033,20
"40684",153756035,20
"40685",153756037,10
"40686",153756038,5
"40687",153756039,5
"40688",153756052,5
"40689",153756053,5
"40690",153756055,5
"40691",153756082,20
"40692",153756092,20
"40693",153756093,20
"40694",153756100,20
"40695",153756123,5
"40696",153756124,10
"40697",153756125,10
"40698",153756127,10
"40699",153756131,10
"40700",153756132,10
"40701",153756153,20
"40702",153756161,5
"40703",153756162,25
"40704",153756164,10
"40705",153756165,15
"40706",153756166,5
"40707",153756172,5
"40708",153756175,5
"40709",153756176,5
"40710",153756177,5
"40711",153756184,5
"40712",153756190,5
"40713",153756196,20
"40714",153756198,20
"40715",153756202,15
"40716",153756203,5
"40717",153756204,20
"40718",153756205,10
"40719",153756207,10
"40720",153756208,5
"40721",153756209,25
"40722",153756210,5
"40723",153756211,20
"40724",153756214,20
"40725",153756215,15
"40726",153756216,15
"40727",153756219,5
"40728",153756221,5
"40729",153756223,15
"40730",153756227,5
"40731",153756251,5
"40732",153756252,5
"40733",153756277,15
"40734",153756293,15
"40735",153756294,15
"40736",153756296,15
"40737",153756299,15
"40738",153756319,5
"40739",153756320,10
"40740",153756323,5
"40741",153756340,15
"40742",153756343,5
"40743",153756344,5
"40744",153756346,5
"40745",153756357,5
"40746",153756358,5
"40747",153756360,5
"40748",153756363,5
"40749",153756385,10
"40750",153756407,5
"40751",153756419,5
"40752",153756424,5
"40753",153756476,5
"40754",153756507,5
"40755",153756510,5
"40756",153756513,5
"40757",153756521,20
"40758",153756522,20
"40759",153756531,5
"40760",153756532,50
"40761",153756535,50
"40762",153756536,45
"40763",153756541,5
"40764",153756542,55
"40765",153756545,55
"40766",153756546,55
"40767",153756552,5
"40768",153756560,5
"40769",153756561,5
"40770",153756564,55
"40771",153756565,10
"40772",153756566,80
"40773",153756567,10
"40774",153756570,10
"40775",153756576,5
"40776",153756578,60
"40777",153756580,60
"40778",153756583,5
"40779",153756584,25
"40780",153756586,5
"40781",153756588,30
"40782",153756599,35
"40783",153756600,30
"40784",153756635,330
"40785",153756700,5
"40786",153756701,5
"40787",153756720,5
"40788",153756754,5
"40789",153756780,5
"40790",153756790,70
"40791",153756791,70
"40792",153756793,75
"40793",153756794,70
"40794",153756798,70
"40795",153756800,5
"40796",153756801,60
"40797",153756802,65
"40798",153756806,65
"40799",153756807,65
"40800",153756808,65
"40801",153756809,65
"40802",153756824,15
"40803",153756829,15
"40804",153756835,15
"40805",153756888,15
"40806",153756892,10
"40807",153756893,10
"40808",153756895,20
"40809",153756898,20
"40810",153756909,35
"40811",153756911,35
"40812",153756920,60
"40813",153756923,5
"40814",153756924,65
"40815",153756935,5
"40816",153756936,60
"40817",153756937,5
"40818",153756938,5
"40819",153756939,50
"40820",153756941,5
"40821",153756944,5
"40822",153756947,5
"40823",153756948,10
"40824",153756949,10
"40825",153756952,20
"40826",153756956,50
"40827",153756960,40
"40828",153756962,40
"40829",153756965,40
"40830",153756967,40
"40831",153756970,5
"40832",153756971,15
"40833",153756974,15
"40834",153756976,15
"40835",153756983,20
"40836",153756984,30
"40837",153756988,30
"40838",153756989,40
"40839",153756990,35
"40840",153756992,35
"40841",153756994,30
"40842",153756996,15
"40843",153756997,10
"40844",153756998,30
"40845",153756999,10
"40846",153757005,15
"40847",153757007,20
"40848",153757009,5
"40849",153757012,5
"40850",153757015,15
"40851",153757016,15
"40852",153757018,5
"40853",153757019,15
"40854",153757020,5
"40855",153757022,15
"40856",153757023,15
"40857",153757024,5
"40858",153757026,10
"40859",153757029,10
"40860",153757030,70
"40861",153757031,15
"40862",153757032,10
"40863",153757033,10
"40864",153757045,5
"40865",153757046,25
"40866",153757048,25
"40867",153757049,25
"40868",153757050,5
"40869",153757058,15
"40870",153757060,5
"40871",153757061,5
"40872",153757065,15
"40873",153757067,15
"40874",153757071,30
"40875",153757072,25
"40876",153757074,30
"40877",153757075,25
"40878",153757077,25
"40879",153757079,25
"40880",153757082,20
"40881",153757083,10
"40882",153757084,20
"40883",153757089,10
"40884",153757090,5
"40885",153757092,25
"40886",153757094,5
"40887",153757095,5
"40888",153757097,15
"40889",153757099,5
"40890",153757101,5
"40891",153757102,10
"40892",153757104,15
"40893",153757105,15
"40894",153757109,15
"40895",153757114,20
"40896",153757115,20
"40897",153757118,20
"40898",153757119,25
"40899",153757120,25
"40900",153757122,25
"40901",153757124,25
"40902",153757128,15
"40903",153757129,15
"40904",153757130,5
"40905",153757131,5
"40906",153757132,15
"40907",153757134,15
"40908",153757135,10
"40909",153757136,25
"40910",153757137,25
"40911",153757139,5
"40912",153757141,15
"40913",153757144,15
"40914",153757145,10
"40915",153757146,25
"40916",153757147,25
"40917",153757149,20
"40918",153757151,25
"40919",153757152,25
"40920",153757154,20
"40921",153757155,5
"40922",153757157,5
"40923",153757165,5
"40924",153757168,5
"40925",153757169,5
"40926",153757171,5
"40927",153757207,20
"40928",153757208,10
"40929",153757210,20
"40930",153757211,15
"40931",153757212,15
"40932",153757221,30
"40933",153757222,5
"40934",153757224,30
"40935",153757227,35
"40936",153757228,90
"40937",153757230,35
"40938",153757231,40
"40939",153757232,15
"40940",153757234,15
"40941",153757237,15
"40942",153757238,15
"40943",153757241,80
"40944",153757245,5
"40945",153757248,85
"40946",153757249,95
"40947",153757251,5
"40948",153757263,5
"40949",153757264,5
"40950",153757266,5
"40951",153757267,5
"40952",153757268,5
"40953",153757270,5
"40954",153757271,5
"40955",153757273,10
"40956",153757274,5
"40957",153757275,5
"40958",153757277,5
"40959",153757279,5
"40960",153757280,5
"40961",153757282,5
"40962",153757286,5
"40963",153757289,5
"40964",153757290,5
"40965",153757291,5
"40966",153757293,5
"40967",153757305,5
"40968",153757317,15
"40969",153757323,5
"40970",153757325,5
"40971",153757329,5
"40972",153757333,10
"40973",153757334,5
"40974",153757342,15
"40975",153757345,5
"40976",153757346,10
"40977",153757347,15
"40978",153757350,5
"40979",153757357,5
"40980",153757367,5
"40981",153757372,15
"40982",153757374,15
"40983",153757382,5
"40984",153757387,15
"40985",153757392,5
"40986",153757394,5
"40987",153757396,5
"40988",153757399,20
"40989",153757400,5
"40990",153757401,10
"40991",153757404,5
"40992",153757406,20
"40993",153757407,5
"40994",153757408,5
"40995",153757409,5
"40996",153757410,5
"40997",153757413,5
"40998",153757415,20
"40999",153757417,15
"41000",153757419,5
"41001",153757454,5
"41002",153757457,5
"41003",153757492,5
"41004",153757493,5
"41005",153757528,5
"41006",153757551,5
"41007",153757552,5
"41008",153757569,5
"41009",153757675,5
"41010",153757676,5
"41011",153757697,5
"41012",153757762,5
"41013",153757821,5
"41014",153757824,5
"41015",153757825,5
"41016",153757828,5
"41017",153757830,5
"41018",153757831,5
"41019",153757832,5
"41020",153757833,5
"41021",153757840,5
"41022",153757842,5
"41023",153757843,5
"41024",153757847,5
"41025",153757852,10
"41026",153757854,10
"41027",153757855,10
"41028",153757856,5
"41029",153757857,5
"41030",153757859,5
"41031",153757864,5
"41032",153757876,5
"41033",153757880,5
"41034",153758006,5
"41035",153758009,5
"41036",153758010,5
"41037",153758013,160
"41038",153758016,480
"41039",153758019,175
"41040",153758020,60
"41041",153758022,80
"41042",153758024,90
"41043",153758025,90
"41044",153758026,80
"41045",153758027,15
"41046",153758028,25
"41047",153758029,15
"41048",153758030,85
"41049",153758031,20
"41050",153758032,80
"41051",153758034,145
"41052",153758035,160
"41053",153758036,20
"41054",153758037,50
"41055",153758038,35
"41056",153758039,40
"41057",153758040,40
"41058",153758047,70
"41059",153758053,75
"41060",153758057,60
"41061",153758058,60
"41062",153758060,5
"41063",153758062,40
"41064",153758063,20
"41065",153758064,40
"41066",153758065,80
"41067",153758066,25
"41068",153758068,10
"41069",153758069,10
"41070",153758070,120
"41071",153758073,125
"41072",153758074,90
"41073",153758076,70
"41074",153758077,5
"41075",153758080,115
"41076",153758081,5
"41077",153758084,5
"41078",153758085,5
"41079",153758088,40
"41080",153758094,5
"41081",153758111,10
"41082",153758264,5
"41083",153758474,365
"41084",153758490,415
"41085",153758491,25
"41086",153758492,405
"41087",153758493,10
"41088",153758500,415
"41089",153758513,5
"41090",153758514,5
"41091",153758522,5
"41092",153758526,5
"41093",153758527,5
"41094",153758528,5
"41095",153758529,5
"41096",153758588,5
"41097",153758589,5
"41098",153758590,5
"41099",153758591,5
"41100",153758592,5
"41101",153758593,5
"41102",153758601,5
"41103",153758602,5
"41104",153758603,5
"41105",153758612,10
"41106",153758613,10
"41107",153758614,5
"41108",153758615,5
"41109",153758616,5
"41110",153758619,5
"41111",153758620,5
"41112",153758629,5
"41113",153758632,5
"41114",153758636,5
"41115",153758637,5
"41116",153758638,80
"41117",153758639,115
"41118",153758640,120
"41119",153758643,5
"41120",153758647,5
"41121",153758648,5
"41122",153758649,5
"41123",153758650,5
"41124",153758651,10
"41125",153758652,10
"41126",153758653,10
"41127",153758654,10
"41128",153758655,10
"41129",153758656,5
"41130",153758659,5
"41131",153758662,5
"41132",153758663,5
"41133",153758665,5
"41134",153758667,5
"41135",153758668,5
"41136",153758669,5
"41137",153758672,5
"41138",153758675,5
"41139",153758676,5
"41140",153758678,5
"41141",153758680,5
"41142",153758687,10
"41143",153758688,10
"41144",153758689,10
"41145",153758690,10
"41146",153758692,5
"41147",153758693,10
"41148",153758694,10
"41149",153758695,10
"41150",153758697,5
"41151",153758733,110
"41152",153758735,25
"41153",153758736,30
"41154",153758737,75
"41155",153758738,25
"41156",153758739,30
"41157",153758740,25
"41158",153758746,20
"41159",153758747,20
"41160",153758748,10
"41161",153758749,10
"41162",153758750,10
"41163",153758751,10
"41164",153758752,10
"41165",153758753,75
"41166",153758754,70
"41167",153758757,20
"41168",153758758,10
"41169",153758763,65
"41170",153758764,65
"41171",153758765,70
"41172",153758768,80
"41173",153758774,10
"41174",153758775,10
"41175",153758776,10
"41176",153758778,10
"41177",153758782,10
"41178",153758784,5
"41179",153758795,10
"41180",153758796,10
"41181",153758797,10
"41182",153758803,5
"41183",153758804,10
"41184",153758808,10
"41185",153758809,10
"41186",153758811,10
"41187",153758813,10
"41188",153758822,80
"41189",153758826,5
"41190",153758827,10
"41191",153758828,5
"41192",153758835,10
"41193",153758838,5
"41194",153758839,5
"41195",153758840,10
"41196",153758842,15
"41197",153758843,5
"41198",153758844,5
"41199",153758851,10
"41200",153758852,10
"41201",153758854,5
"41202",153758855,5
"41203",153758856,5
"41204",153758859,5
"41205",153758869,5
"41206",153758870,5
"41207",153758872,5
"41208",153758873,5
"41209",153758874,5
"41210",153758878,5
"41211",153758880,5
"41212",153758881,5
"41213",153758884,80
"41214",153758885,80
"41215",153758897,15
"41216",153758899,10
"41217",153758900,90
"41218",153758902,85
"41219",153758905,65
"41220",153758906,25
"41221",153758907,20
"41222",153758908,15
"41223",153758909,15
"41224",153758911,5
"41225",153758912,20
"41226",153758914,5
"41227",153758915,5
"41228",153758916,35
"41229",153758917,5
"41230",153758918,30
"41231",153758920,10
"41232",153758922,5
"41233",153758927,5
"41234",153758929,15
"41235",153758930,5
"41236",153758931,15
"41237",153758932,20
"41238",153758933,25
"41239",153758934,5
"41240",153758935,5
"41241",153758936,5
"41242",153758937,15
"41243",153758938,30
"41244",153758940,25
"41245",153758942,25
"41246",153758944,5
"41247",153758945,15
"41248",153758947,15
"41249",153758948,30
"41250",153758949,25
"41251",153758951,30
"41252",153758953,20
"41253",153758954,15
"41254",153758957,15
"41255",153758958,10
"41256",153758960,5
"41257",153758961,10
"41258",153758962,5
"41259",153758963,15
"41260",153758968,5
"41261",153758972,10
"41262",153758974,5
"41263",153758993,5
"41264",153758995,5
"41265",153758996,5
"41266",153758998,5
"41267",153759000,5
"41268",153759006,10
"41269",153759007,10
"41270",153759008,10
"41271",153759009,10
"41272",153759010,10
"41273",153759011,10
"41274",153759022,5
"41275",153759026,5
"41276",153759032,5
"41277",153759033,5
"41278",153759077,10
"41279",153759079,10
"41280",153759084,10
"41281",153759086,5
"41282",153759087,10
"41283",153759088,5
"41284",153759089,10
"41285",153759090,10
"41286",153759091,10
"41287",153759092,10
"41288",153759094,10
"41289",153759096,10
"41290",153759097,10
"41291",153759098,10
"41292",153759100,10
"41293",153759101,10
"41294",153759102,10
"41295",153759103,10
"41296",153759105,10
"41297",153759107,10
"41298",153759108,10
"41299",153759113,10
"41300",153759114,5
"41301",153759115,10
"41302",153759116,5
"41303",153759118,10
"41304",153759121,10
"41305",153759123,10
"41306",153759132,5
"41307",153759134,5
"41308",153759136,5
"41309",153759139,10
"41310",153759147,10
"41311",153759150,20
"41312",153759154,20
"41313",153759156,5
"41314",153759158,5
"41315",153759159,5
"41316",153759160,15
"41317",153759165,15
"41318",153759168,10
"41319",153759169,10
"41320",153759172,10
"41321",153759174,5
"41322",153759176,5
"41323",153759179,10
"41324",153759183,10
"41325",153759184,10
"41326",153759189,10
"41327",153759192,5
"41328",153759199,10
"41329",153759200,10
"41330",153759202,10
"41331",153759204,10
"41332",153759205,5
"41333",153759206,5
"41334",153759207,10
"41335",153759208,10
"41336",153759218,5
"41337",153759219,5
"41338",153759220,5
"41339",153759225,5
"41340",153759228,5
"41341",153759229,5
"41342",153759232,5
"41343",153759234,5
"41344",153759245,5
"41345",153759251,10
"41346",153759252,10
"41347",153759254,5
"41348",153759257,5
"41349",153759258,15
"41350",153759260,15
"41351",153759267,15
"41352",153759268,15
"41353",153759269,5
"41354",153759270,20
"41355",153759274,5
"41356",153759277,25
"41357",153759278,5
"41358",153759300,5
"41359",153759301,5
"41360",153759304,5
"41361",153759320,5
"41362",153759331,5
"41363",153759333,5
"41364",153759334,5
"41365",153759336,5
"41366",153759343,5
"41367",153759344,5
"41368",153759345,5
"41369",153759348,5
"41370",153759350,5
"41371",153759355,5
"41372",153759359,5
"41373",153759360,5
"41374",153759364,5
"41375",153759366,25
"41376",153759367,20
"41377",153759368,5
"41378",153759369,5
"41379",153759375,5
"41380",153759379,25
"41381",153759381,20
"41382",153759383,20
"41383",153759385,20
"41384",153759387,15
"41385",153759388,5
"41386",153759390,30
"41387",153759393,30
"41388",153759394,30
"41389",153759396,25
"41390",153759397,25
"41391",153759398,25
"41392",153759403,5
"41393",153759404,5
"41394",153759418,5
"41395",153759420,5
"41396",153759421,5
"41397",153759423,5
"41398",153759424,5
"41399",153759425,5
"41400",153759431,35
"41401",153759434,25
"41402",153759435,10
"41403",153759436,25
"41404",153759437,25
"41405",153759438,10
"41406",153759440,5
"41407",153759443,5
"41408",153759444,5
"41409",153759445,5
"41410",153759446,5
"41411",153759451,5
"41412",153759452,10
"41413",153759453,15
"41414",153759455,10
"41415",153759457,10
"41416",153759461,5
"41417",153759462,20
"41418",153759463,5
"41419",153759471,15
"41420",153759472,15
"41421",153759474,10
"41422",153759476,20
"41423",153759479,55
"41424",153759536,15
"41425",153759537,10
"41426",153759538,5
"41427",153759568,10
"41428",153759571,10
"41429",153759583,5
"41430",153759584,5
"41431",153759588,10
"41432",153759593,10
"41433",153759599,5
"41434",153759602,5
"41435",153759603,5
"41436",153759607,5
"41437",153759609,5
"41438",153759610,5
"41439",153759612,5
"41440",153759634,40
"41441",153759635,65
"41442",153759659,5
"41443",153759660,5
"41444",153759661,5
"41445",153759665,5
"41446",153759668,5
"41447",153759669,5
"41448",153759675,5
"41449",153759680,10
"41450",153759681,10
"41451",153759682,10
"41452",153759693,5
"41453",153759694,5
"41454",153759701,5
"41455",153759716,5
"41456",153759717,5
"41457",153759718,5
"41458",153759719,5
"41459",153759721,5
"41460",153759730,5
"41461",153759736,5
"41462",153759737,5
"41463",153759755,5
"41464",153759760,5
"41465",153759761,10
"41466",153759763,5
"41467",153759765,5
"41468",153759768,5
"41469",153759772,5
"41470",153759775,5
"41471",153759780,5
"41472",153759781,10
"41473",153759788,5
"41474",153759789,5
"41475",153759792,5
"41476",153759795,5
"41477",153759796,5
"41478",153759798,5
"41479",153759799,5
"41480",153759807,5
"41481",153759810,5
"41482",153759813,5
"41483",153759838,5
"41484",153759842,5
"41485",153759843,5
"41486",153759856,5
"41487",153759990,470
"41488",153759992,440
"41489",153760013,755
"41490",153760014,780
"41491",153760163,255
"41492",153760169,10
"41493",153760183,90
"41494",153760184,45
"41495",153760188,785
"41496",153760189,780
"41497",153760191,490
"41498",153760192,785
"41499",153760193,1640
"41500",153760194,1070
"41501",153760196,70
"41502",153760197,125
"41503",153760198,75
"41504",153760199,5
"41505",153760200,25
"41506",153760201,35
"41507",153760202,515
"41508",153760203,15
"41509",153760204,195
"41510",153760205,100
"41511",153760206,395
"41512",153760207,310
"41513",153760208,55
"41514",153760209,230
"41515",153760210,715
"41516",153760211,50
"41517",153760212,315
"41518",153760213,40
"41519",153760214,275
"41520",153760216,60
"41521",153760217,25
"41522",153760218,180
"41523",153760219,35
"41524",153760220,15
"41525",153760221,270
"41526",153760222,90
"41527",153760223,335
"41528",153760224,250
"41529",153760229,75
"41530",153760230,545
"41531",153760231,160
"41532",153760232,5
"41533",153760233,5
"41534",153760234,5
"41535",153760236,690
"41536",153760237,715
"41537",153760239,15
"41538",153760240,20
"41539",153760241,5
"41540",153760242,5
"41541",153760244,5
"41542",153760245,20
"41543",153760246,15
"41544",153760247,20
"41545",153760248,30
"41546",153760249,20
"41547",153760250,20
"41548",153760252,5
"41549",153760254,30
"41550",153760255,60
"41551",153760256,55
"41552",153760258,25
"41553",153760259,40
"41554",153760260,50
"41555",153760262,60
"41556",153760263,45
"41557",153760264,60
"41558",153760266,25
"41559",153760267,55
"41560",153760269,60
"41561",153760274,10
"41562",153760275,45
"41563",153760276,15
"41564",153760278,20
"41565",153760281,45
"41566",153760283,60
"41567",153760284,60
"41568",153760286,5
"41569",153760287,50
"41570",153760289,55
"41571",153760290,60
"41572",153760292,60
"41573",153760294,50
"41574",153760297,55
"41575",153760300,55
"41576",153760301,5
"41577",153760302,75
"41578",153760303,50
"41579",153760304,90
"41580",153760306,15
"41581",153760309,20
"41582",153760310,45
"41583",153760312,20
"41584",153760313,25
"41585",153760314,5
"41586",153760316,135
"41587",153760317,85
"41588",153760318,270
"41589",153760319,65
"41590",153760320,30
"41591",153760321,25
"41592",153760322,5
"41593",153760323,45
"41594",153760324,50
"41595",153761162,80
"41596",153761167,30
"41597",153761168,115
"41598",153761169,560
"41599",153761170,335
"41600",153761171,330
"41601",153761177,340
"41602",153761178,65
"41603",153761179,185
"41604",153761180,175
"41605",153761182,205
"41606",153761183,225
"41607",153761184,300
"41608",153761185,55
"41609",153761187,305
"41610",153761188,5
"41611",153761189,300
"41612",153761190,125
"41613",153761191,480
"41614",153761192,235
"41615",153761193,65
"41616",153761194,240
"41617",153761220,25
"41618",153761223,45
"41619",153761224,5
"41620",153761225,55
"41621",153761226,75
"41622",153761227,75
"41623",153761228,50
"41624",153761229,50
"41625",153761230,5
"41626",153761231,5
"41627",153761232,15
"41628",153761233,15
"41629",153761239,20
"41630",153761242,5
"41631",153761344,140
"41632",153761345,5
"41633",153761346,145
"41634",153761347,15
"41635",153761349,5
"41636",153761350,125
"41637",153761351,105
"41638",153761352,10
"41639",153761353,5
"41640",153761354,5
"41641",153761355,5
"41642",153761356,5
"41643",153761357,35
"41644",153761358,5
"41645",153761359,35
"41646",153761360,30
"41647",153761361,40
"41648",153761362,5
"41649",153761363,50
"41650",153761365,50
"41651",153761368,20
"41652",153761369,10
"41653",153761377,10
"41654",153761378,15
"41655",153761379,15
"41656",153761380,25
"41657",153761382,20
"41658",153761385,15
"41659",153761387,5
"41660",153761392,15
"41661",153761394,15
"41662",153761397,10
"41663",153761399,10
"41664",153761409,5
"41665",153761411,10
"41666",153761412,5
"41667",153761413,10
"41668",153761414,15
"41669",153761415,15
"41670",153761416,15
"41671",153761417,35
"41672",153761418,5
"41673",153761419,20
"41674",153761421,5
"41675",153761422,5
"41676",153761424,10
"41677",153761425,5
"41678",153761426,25
"41679",153761429,10
"41680",153761431,5
"41681",153761433,10
"41682",153761434,5
"41683",153761437,5
"41684",153761438,5
"41685",153761441,55
"41686",153761442,5
"41687",153761443,10
"41688",153761444,30
"41689",153761447,60
"41690",153761448,15
"41691",153761449,65
"41692",153761451,25
"41693",153761452,65
"41694",153761453,85
"41695",153761454,65
"41696",153761455,35
"41697",153761456,20
"41698",153761458,20
"41699",153761459,20
"41700",153761460,20
"41701",153761462,10
"41702",153761463,80
"41703",153761465,20
"41704",153761466,35
"41705",153761467,30
"41706",153761468,80
"41707",153761470,80
"41708",153761471,75
"41709",153761472,60
"41710",153761473,60
"41711",153761475,80
"41712",153761476,60
"41713",153761477,80
"41714",153761486,175
"41715",153761490,170
"41716",153761491,100
"41717",153761492,170
"41718",153761494,175
"41719",153761495,170
"41720",153761499,40
"41721",153761500,140
"41722",153761501,145
"41723",153761502,155
"41724",153761503,5
"41725",153761504,125
"41726",153761505,45
"41727",153761506,35
"41728",153761507,70
"41729",153761509,75
"41730",153761511,5
"41731",153761515,80
"41732",153761516,5
"41733",153761517,5
"41734",153761518,5
"41735",153761519,70
"41736",153761523,75
"41737",153761527,75
"41738",153761529,75
"41739",153761530,5
"41740",153761531,5
"41741",153761534,75
"41742",153761536,5
"41743",153761537,10
"41744",153761542,80
"41745",153761543,90
"41746",153761544,10
"41747",153761545,75
"41748",153761546,10
"41749",153761547,10
"41750",153761548,55
"41751",153761549,70
"41752",153761568,5
"41753",153761570,5
"41754",153761571,5
