"","edgeuid","total_bikers"
"52938",153782189,700
"52939",153782201,4615
"52940",153782202,10
"52941",153782203,4435
"52942",153782204,4585
"52943",153782205,15
"52944",153782206,15
"52945",153782213,4625
"52946",153782216,4640
"52947",153782218,4650
"52948",153782219,4580
"52949",153782221,4635
"52950",153782223,4645
"52951",153782225,4580
"52952",153782228,4440
"52953",153782229,4435
"52954",153782232,4435
"52955",153782234,4435
"52956",153782243,4655
"52957",153782245,4690
"52958",153782257,4710
"52959",153782258,4725
"52960",153782259,3905
"52961",153782260,3890
"52962",153782262,70
"52963",153782263,10925
"52964",153782264,10100
"52965",153782265,60
"52966",153782274,3945
"52967",153782276,3705
"52968",153782277,35
"52969",153782279,3910
"52970",153782289,15
"52971",153782290,4745
"52972",153782291,4850
"52973",153782292,5345
"52974",153782296,5330
"52975",153782297,5
"52976",153782298,5
"52977",153782300,75
"52978",153782302,9975
"52979",153782305,75
"52980",153782307,9915
"52981",153782308,10065
"52982",153782310,9940
"52983",153782311,10
"52984",153782312,80
"52985",153782313,80
"52986",153782315,10070
"52987",153782316,85
"52988",153782317,5
"52989",153782318,10
"52990",153782319,10
"52991",153782320,85
"52992",153782321,3605
"52993",153782322,10
"52994",153782323,5370
"52995",153782324,4830
"52996",153782326,4080
"52997",153782327,4065
"52998",153782332,5030
"52999",153782333,3575
"53000",153782334,3590
"53001",153782335,3890
"53002",153782336,5400
"53003",153782340,4065
"53004",153782344,80
"53005",153782345,80
"53006",153782347,80
"53007",153782350,80
"53008",153782353,85
"53009",153782354,80
"53010",153782359,80
"53011",153782362,80
"53012",153782364,80
"53013",153782365,30
"53014",153782367,30
"53015",153782370,80
"53016",153782371,30
"53017",153782372,30
"53018",153782373,25
"53019",153782375,30
"53020",153782376,85
"53021",153782377,90
"53022",153782382,3050
"53023",153782383,3750
"53024",153782385,20
"53025",153782386,3760
"53026",153782387,3760
"53027",153782391,35
"53028",153782392,25
"53029",153782394,35
"53030",153782396,35
"53031",153782397,35
"53032",153782399,35
"53033",153782401,35
"53034",153782402,35
"53035",153782404,35
"53036",153782405,3760
"53037",153782407,80
"53038",153782409,75
"53039",153782410,75
"53040",153782418,25
"53041",153782421,25
"53042",153782423,30
"53043",153782424,30
"53044",153782425,25
"53045",153782443,5
"53046",153782445,5
"53047",153782515,90
"53048",153782522,20
"53049",153782524,20
"53050",153782530,15
"53051",153782532,25
"53052",153782533,20
"53053",153782534,25
"53054",153782535,25
"53055",153782536,20
"53056",153782537,70
"53057",153782544,70
"53058",153782562,65
"53059",153782566,65
"53060",153782567,65
"53061",153782570,5
"53062",153782571,70
"53063",153782573,20
"53064",153782574,5
"53065",153782575,5
"53066",153782576,20
"53067",153782577,25
"53068",153782578,25
"53069",153782580,35
"53070",153782586,30
"53071",153782587,30
"53072",153782589,30
"53073",153782590,5
"53074",153782591,30
"53075",153782595,30
"53076",153782598,30
"53077",153782599,30
"53078",153782603,30
"53079",153782613,4080
"53080",153782617,4100
"53081",153782624,4045
"53082",153782625,20
"53083",153782627,4035
"53084",153782628,2495
"53085",153782630,710
"53086",153782631,5
"53087",153782632,715
"53088",153782635,715
"53089",153782637,4060
"53090",153782638,4065
"53091",153782644,4080
"53092",153782650,90
"53093",153782651,90
"53094",153782652,85
"53095",153782659,85
"53096",153782661,90
"53097",153782663,90
"53098",153782664,90
"53099",153782666,85
"53100",153782670,20
"53101",153782672,710
"53102",153782675,710
"53103",153782685,705
"53104",153782717,710
"53105",153782726,30
"53106",153782727,25
"53107",153782731,25
"53108",153782747,35
"53109",153782750,25
"53110",153782751,25
"53111",153782761,10
"53112",153782763,5
"53113",153782764,10
"53114",153782765,25
"53115",153782767,25
"53116",153782771,25
"53117",153782773,25
"53118",153782778,75
"53119",153782780,90
"53120",153782782,90
"53121",153782788,10
"53122",153782791,90
"53123",153782824,35
"53124",153782833,35
"53125",153782836,35
"53126",153782847,35
"53127",153782849,35
"53128",153782856,35
"53129",153782861,35
"53130",153782862,35
"53131",153782906,35
"53132",153782908,20
"53133",153782911,35
"53134",153782913,35
"53135",153782914,35
"53136",153782957,35
"53137",153782958,35
"53138",153782968,35
"53139",153782974,35
"53140",153782975,35
"53141",153783008,10
"53142",153783012,35
"53143",153783014,35
"53144",153783021,35
"53145",153783024,35
"53146",153783025,30
"53147",153783026,315
"53148",153783027,10
"53149",153783028,20
"53150",153783030,20
"53151",153783031,320
"53152",153783034,5
"53153",153783035,965
"53154",153783036,1010
"53155",153783038,1030
"53156",153783039,1060
"53157",153783041,10
"53158",153783042,1055
"53159",153783045,20
"53160",153783046,105
"53161",153783047,985
"53162",153783051,105
"53163",153783055,10
"53164",153783059,10
"53165",153783060,320
"53166",153783061,1545
"53167",153783062,1510
"53168",153783063,1025
"53169",153783066,145
"53170",153783069,110
"53171",153783071,6880
"53172",153783072,7265
"53173",153783073,7090
"53174",153783074,1020
"53175",153783075,4685
"53176",153783076,6890
"53177",153783077,145
"53178",153783079,155
"53179",153783080,3740
"53180",153783081,145
"53181",153783082,3265
"53182",153783083,7295
"53183",153783085,240
"53184",153783086,5
"53185",153783087,280
"53186",153783089,4300
"53187",153783090,40
"53188",153783093,15
"53189",153783094,5
"53190",153783096,4710
"53191",153783097,3995
"53192",153783098,1490
"53193",153783099,3975
"53194",153783100,1670
"53195",153783102,5
"53196",153783103,25
"53197",153783104,5
"53198",153783106,335
"53199",153783107,5
"53200",153783108,350
"53201",153783109,20
"53202",153783110,380
"53203",153783111,30
"53204",153783112,145
"53205",153783114,270
"53206",153783120,355
"53207",153783122,5
"53208",153783123,675
"53209",153783124,140
"53210",153783126,240
"53211",153783127,395
"53212",153783128,25
"53213",153783130,410
"53214",153783131,55
"53215",153783132,135
"53216",153783133,70
"53217",153783134,50
"53218",153783135,130
"53219",153783136,20
"53220",153783137,5
"53221",153783138,10
"53222",153783139,270
"53223",153783140,30
"53224",153783141,5
"53225",153783142,465
"53226",153783143,1235
"53227",153783144,60
"53228",153783145,500
"53229",153783146,65
"53230",153783147,135
"53231",153783148,565
"53232",153783149,90
"53233",153783151,815
"53234",153783152,635
"53235",153783153,70
"53236",153783154,190
"53237",153783155,640
"53238",153783156,85
"53239",153783157,20
"53240",153783158,300
"53241",153783159,20
"53242",153783160,60
"53243",153783161,10
"53244",153783162,10
"53245",153783163,1905
"53246",153783164,80
"53247",153783165,2445
"53248",153783166,5
"53249",153783167,10
"53250",153783168,2240
"53251",153783169,250
"53252",153783171,15
"53253",153783173,5
"53254",153783174,5
"53255",153783175,145
"53256",153783176,10
"53257",153783178,100
"53258",153783179,3235
"53259",153783180,5
"53260",153783182,15
"53261",153783183,5
"53262",153783184,10
"53263",153783186,5
"53264",153783188,5
"53265",153783192,5
"53266",153783193,5
"53267",153783194,45
"53268",153783195,55
"53269",153783198,765
"53270",153783199,1505
"53271",153783200,1465
"53272",153783207,90
"53273",153783209,255
"53274",153783212,265
"53275",153783214,85
"53276",153783217,50
"53277",153783218,130
"53278",153783221,3530
"53279",153783231,30
"53280",153783232,3555
"53281",153783233,20
"53282",153783240,2485
"53283",153783241,380
"53284",153783242,5
"53285",153783243,40
"53286",153783244,75
"53287",153783245,7400
"53288",153783246,20
"53289",153783247,115
"53290",153783248,7280
"53291",153783250,7470
"53292",153783252,90
"53293",153783253,90
"53294",153783256,95
"53295",153783257,100
"53296",153783259,5
"53297",153783261,5
"53298",153783263,20
"53299",153783264,20
"53300",153783265,90
"53301",153783266,7275
"53302",153783267,10
"53303",153783268,7375
"53304",153783269,4730
"53305",153783270,5390
"53306",153783273,5
"53307",153783274,2670
"53308",153783275,2700
"53309",153783276,10
"53310",153783277,150
"53311",153783278,3850
"53312",153783279,175
"53313",153783281,4645
"53314",153783282,715
"53315",153783283,2850
"53316",153783284,5555
"53317",153783291,4715
"53318",153783292,2565
"53319",153783293,20
"53320",153783294,3095
"53321",153783296,4105
"53322",153783297,5
"53323",153783299,25
"53324",153783300,2540
"53325",153783302,6785
"53326",153783303,2525
"53327",153783304,5
"53328",153783305,5
"53329",153783306,6730
"53330",153783307,895
"53331",153783308,4010
"53332",153783309,6045
"53333",153783310,1750
"53334",153783311,2355
"53335",153783312,5135
"53336",153783313,2705
"53337",153783314,165
"53338",153783315,25
"53339",153783316,5115
"53340",153783317,25
"53341",153783328,870
"53342",153783329,5
"53343",153783331,355
"53344",153783332,10
"53345",153783333,65
"53346",153783334,95
"53347",153783335,35
"53348",153783337,225
"53349",153783338,3555
"53350",153783339,450
"53351",153783340,60
"53352",153783341,430
"53353",153783342,200
"53354",153783343,5
"53355",153783344,410
"53356",153783345,420
"53357",153783346,10
"53358",153783348,400
"53359",153783350,410
"53360",153783352,5
"53361",153783353,5
"53362",153783355,115
"53363",153783356,15
"53364",153783357,10
"53365",153783359,110
"53366",153783360,130
"53367",153783361,20
"53368",153783364,15
"53369",153783365,15
"53370",153783366,20
"53371",153783368,20
"53372",153783369,115
"53373",153783370,115
"53374",153783372,20
"53375",153783374,5
"53376",153783375,10
"53377",153783379,5
"53378",153783380,5
"53379",153783381,20
"53380",153783382,20
"53381",153783383,20
"53382",153783384,215
"53383",153783385,260
"53384",153783387,20
"53385",153783388,285
"53386",153783389,255
"53387",153783390,1110
"53388",153783391,1655
"53389",153783392,1370
"53390",153783393,1845
"53391",153783394,280
"53392",153783401,2150
"53393",153783406,85
"53394",153783407,115
"53395",153783408,80
"53396",153783423,120
"53397",153783424,120
"53398",153783425,120
"53399",153783428,120
"53400",153783432,10
"53401",153783434,85
"53402",153783436,95
"53403",153783437,95
"53404",153783438,100
"53405",153783440,100
"53406",153783441,125
"53407",153783442,10
"53408",153783443,10
"53409",153783445,170
"53410",153783448,10
"53411",153783452,115
"53412",153783454,10
"53413",153783455,385
"53414",153783456,890
"53415",153783457,180
"53416",153783459,210
"53417",153783460,25
"53418",153783462,50
"53419",153783463,10
"53420",153783466,80
"53421",153783468,5
"53422",153783469,95
"53423",153783478,10
"53424",153783479,5
"53425",153783480,5
"53426",153783483,5
"53427",153783484,5
"53428",153783492,5
"53429",153783495,10
"53430",153783496,30
"53431",153783497,30
"53432",153783501,5
"53433",153783503,30
"53434",153783504,20
"53435",153783505,1010
"53436",153783506,1055
"53437",153783509,340
"53438",153783510,70
"53439",153783512,4975
"53440",153783513,20
"53441",153783515,50
"53442",153783516,20
"53443",153783519,20
"53444",153783525,6710
"53445",153783526,6680
"53446",153783528,6675
"53447",153783532,6500
"53448",153783541,6705
"53449",153783542,1215
"53450",153783544,1235
"53451",153783546,1230
"53452",153783551,1225
"53453",153783552,1220
"53454",153783553,1220
"53455",153783556,1230
"53456",153783557,1225
"53457",153783559,1260
"53458",153783560,1285
"53459",153783561,5
"53460",153783563,410
"53461",153783565,2325
"53462",153783566,25
"53463",153783571,215
"53464",153783572,35
"53465",153783574,45
"53466",153783576,5
"53467",153783577,160
"53468",153783579,25
"53469",153783580,5
"53470",153783581,30
"53471",153783582,120
"53472",153783583,125
"53473",153783584,50
"53474",153783585,40
"53475",153783586,90
"53476",153783587,2750
"53477",153783588,2775
"53478",153783589,390
"53479",153783590,1765
"53480",153783591,170
"53481",153783592,2845
"53482",153783593,2585
"53483",153783594,130
"53484",153783595,2350
"53485",153783598,10
"53486",153783608,80
"53487",153783609,100
"53488",153783610,30
"53489",153783611,70
"53490",153783612,40
"53491",153783613,185
"53492",153783615,5
"53493",153783617,5
"53494",153783618,70
"53495",153783619,240
"53496",153783623,10
"53497",153783629,190
"53498",153783630,220
"53499",153783631,170
"53500",153783633,50
"53501",153783634,35
"53502",153783635,3245
"53503",153783636,2045
"53504",153783637,5195
"53505",153783638,200
"53506",153783639,1340
"53507",153783640,1645
"53508",153783641,60
"53509",153783642,40
"53510",153783643,35
"53511",153783644,2690
"53512",153783645,2050
"53513",153783646,375
"53514",153783647,85
"53515",153783648,85
"53516",153783650,1650
"53517",153783655,4980
"53518",153783656,15
"53519",153783659,1665
"53520",153783663,75
"53521",153783666,75
"53522",153783668,10
"53523",153783669,65
"53524",153783670,10
"53525",153783671,10
"53526",153783672,15
"53527",153783673,200
"53528",153783674,345
"53529",153783676,5
"53530",153783681,1690
"53531",153783698,70
"53532",153783700,65
"53533",153783701,95
"53534",153783704,160
"53535",153783707,5
"53536",153783711,100
"53537",153783712,150
"53538",153783713,370
"53539",153783714,75
"53540",153783715,35
"53541",153783716,35
"53542",153783717,95
"53543",153783718,10
"53544",153783719,15
"53545",153783720,55
"53546",153783721,5
"53547",153783722,10
"53548",153783723,5
"53549",153783724,75
"53550",153783726,75
"53551",153783729,75
"53552",153783730,700
"53553",153783731,5
"53554",153783732,5
"53555",153783734,75
"53556",153783737,85
"53557",153783738,70
"53558",153783740,10
"53559",153783745,5
"53560",153783746,5
"53561",153783751,5
"53562",153783752,15
"53563",153783753,15
"53564",153783757,40
"53565",153783759,715
"53566",153783760,50
"53567",153783761,715
"53568",153783762,70
"53569",153783763,40
"53570",153783764,85
"53571",153783765,45
"53572",153783766,55
"53573",153783767,70
"53574",153783768,15
"53575",153783779,2075
"53576",153783782,40
"53577",153783785,425
"53578",153783786,270
"53579",153783787,880
"53580",153783789,875
"53581",153783790,485
"53582",153783791,310
"53583",153783793,125
"53584",153783794,70
"53585",153783795,6340
"53586",153783796,50
"53587",153783797,410
"53588",153783798,30
"53589",153783799,6280
"53590",153783801,120
"53591",153783802,490
"53592",153783803,6185
"53593",153783805,525
"53594",153783806,7285
"53595",153783809,175
"53596",153783810,185
"53597",153783812,35
"53598",153783814,35
"53599",153783817,35
"53600",153783818,30
"53601",153783822,35
"53602",153783823,35
"53603",153783824,35
"53604",153783827,600
"53605",153783828,7275
"53606",153783829,7205
"53607",153783840,600
"53608",153783842,5
"53609",153783843,500
"53610",153783844,5830
"53611",153783845,7440
"53612",153783846,6055
"53613",153783847,480
"53614",153783848,30
"53615",153783849,5925
"53616",153783850,10
"53617",153783851,425
"53618",153783852,5905
"53619",153783854,665
"53620",153783855,40
"53621",153783856,605
"53622",153783859,605
"53623",153783860,605
"53624",153783889,620
"53625",153783901,615
"53626",153783902,455
"53627",153783903,425
"53628",153783904,5905
"53629",153783905,5900
"53630",153783909,460
"53631",153783910,20
"53632",153783912,405
"53633",153783913,2160
"53634",153783917,35
"53635",153783918,430
"53636",153783919,20
"53637",153783920,3720
"53638",153783921,3285
"53639",153783922,190
"53640",153783923,330
"53641",153783924,5
"53642",153783927,100
"53643",153783928,220
"53644",153783929,25
"53645",153783930,190
"53646",153783931,20
"53647",153783932,95
"53648",153783934,20
"53649",153783935,2245
"53650",153783936,65
"53651",153783937,3495
"53652",153783938,3545
"53653",153783940,3650
"53654",153783943,3660
"53655",153783944,85
"53656",153783945,2460
"53657",153783953,5
"53658",153783954,5
"53659",153783957,4010
"53660",153783959,3505
"53661",153783962,15
"53662",153783963,3570
"53663",153783964,5
"53664",153783965,75
"53665",153783983,15
"53666",153783984,3150
"53667",153783985,7085
"53668",153783986,75
"53669",153783987,6150
"53670",153783989,7000
"53671",153783991,5
"53672",153783992,85
"53673",153783998,70
"53674",153783999,65
"53675",153784000,185
"53676",153784001,70
"53677",153784002,1710
"53678",153784004,70
"53679",153784005,1950
"53680",153784008,1940
"53681",153784019,190
"53682",153784025,25
"53683",153784026,35
"53684",153784027,10
"53685",153784029,25
"53686",153784030,2190
"53687",153784032,2050
"53688",153784033,190
"53689",153784034,2080
"53690",153784035,80
"53691",153784036,25
"53692",153784039,10
"53693",153784040,10
"53694",153784043,200
"53695",153784046,870
"53696",153784047,5
"53697",153784048,75
"53698",153784049,5
"53699",153784050,10
"53700",153784054,3980
"53701",153784055,3980
"53702",153784058,20
"53703",153784060,15
"53704",153784062,405
"53705",153784066,15
"53706",153784069,15
"53707",153784072,25
"53708",153784075,400
"53709",153784077,395
"53710",153784086,15
"53711",153784088,15
"53712",153784090,15
"53713",153784092,395
"53714",153784094,395
"53715",153784097,375
"53716",153784099,390
"53717",153784101,395
"53718",153784119,10
"53719",153784122,55
"53720",153784123,5
"53721",153784124,5
"53722",153784125,15
"53723",153784126,45
"53724",153784128,435
"53725",153784129,825
"53726",153784130,50
"53727",153784131,45
"53728",153784132,3985
"53729",153784133,15
"53730",153784161,220
"53731",153784163,210
"53732",153784164,215
"53733",153784166,80
"53734",153784168,80
"53735",153784170,80
"53736",153784176,90
"53737",153784177,95
"53738",153784178,90
"53739",153784179,80
"53740",153784180,80
"53741",153784181,80
"53742",153784182,210
"53743",153784183,95
"53744",153784184,95
"53745",153784185,50
"53746",153784187,90
"53747",153784195,95
"53748",153784239,5
"53749",153784242,5
"53750",153784244,5
"53751",153784262,5
"53752",153784268,5
"53753",153784269,5
"53754",153784280,50
"53755",153784299,35
"53756",153784302,50
"53757",153784303,45
"53758",153784305,50
"53759",153784308,40
"53760",153784309,40
"53761",153784322,40
"53762",153784324,40
"53763",153784326,45
"53764",153784327,45
"53765",153784331,45
"53766",153784332,40
"53767",153784334,20
"53768",153784337,710
"53769",153784338,360
"53770",153784339,65
"53771",153784341,35
"53772",153784344,30
"53773",153784345,750
"53774",153784346,10
"53775",153784347,420
"53776",153784348,250
"53777",153784349,400
"53778",153784350,10
"53779",153784353,65
"53780",153784355,350
"53781",153784356,25
"53782",153784357,415
"53783",153784358,30
"53784",153784359,65
"53785",153784361,5
"53786",153784362,25
"53787",153784363,15
"53788",153784364,10
"53789",153784366,55
"53790",153784367,475
"53791",153784368,455
"53792",153784370,65
"53793",153784371,315
"53794",153784372,375
"53795",153784375,5
"53796",153784385,60
"53797",153784387,10
"53798",153784388,45
"53799",153784389,60
"53800",153784390,5
"53801",153784392,55
"53802",153784393,55
"53803",153784394,55
"53804",153784412,2570
"53805",153784413,20
"53806",153784417,20
"53807",153784419,20
"53808",153784429,2555
"53809",153784430,840
"53810",153784437,845
"53811",153784438,2580
"53812",153784451,440
"53813",153784460,45
"53814",153784461,45
"53815",153784462,45
"53816",153784472,440
"53817",153784476,440
"53818",153784477,445
"53819",153784478,440
"53820",153784481,5
"53821",153784483,5
"53822",153784486,5
"53823",153784487,5
"53824",153784490,5
"53825",153784509,10
"53826",153784510,10
"53827",153784512,10
"53828",153784516,15
"53829",153784524,5
"53830",153784526,5
"53831",153784527,105
"53832",153784528,10
"53833",153784529,90
"53834",153784533,5
"53835",153784539,5
"53836",153784540,60
"53837",153784542,60
"53838",153784543,60
"53839",153784544,15
"53840",153784545,55
"53841",153784546,75
"53842",153784548,25
"53843",153784549,25
"53844",153784552,5
"53845",153784553,85
"53846",153784554,85
"53847",153784555,85
"53848",153784556,15
"53849",153784557,7140
"53850",153784558,90
"53851",153784560,5
"53852",153784561,5
"53853",153784564,7165
"53854",153784565,90
"53855",153784569,40
"53856",153784571,40
"53857",153784573,25
"53858",153784576,25
"53859",153784578,25
"53860",153784579,5
"53861",153784581,7225
"53862",153784583,6495
"53863",153784584,40
"53864",153784588,40
"53865",153784591,7135
"53866",153784592,40
"53867",153784596,7075
"53868",153784598,20
"53869",153784599,45
"53870",153784600,15
"53871",153784601,255
"53872",153784603,395
"53873",153784608,405
"53874",153784609,50
"53875",153784610,40
"53876",153784611,5
"53877",153784615,5
"53878",153784617,5
"53879",153784618,5
"53880",153784619,10
"53881",153784621,5
"53882",153784622,7015
"53883",153784624,50
"53884",153784626,6850
"53885",153784630,6860
"53886",153784631,45
"53887",153784632,45
"53888",153784634,50
"53889",153784635,10
"53890",153784637,80
"53891",153784639,60
"53892",153784641,10
"53893",153784647,10
"53894",153784648,15
"53895",153784649,10
"53896",153784654,5
"53897",153784656,65
"53898",153784658,65
"53899",153784660,65
"53900",153784677,7045
"53901",153784680,30
"53902",153784681,7030
"53903",153784682,30
"53904",153784684,45
"53905",153784692,7050
"53906",153784693,35
"53907",153784694,20
"53908",153784697,15
"53909",153784698,6775
"53910",153784700,45
"53911",153784704,5945
"53912",153784705,350
"53913",153784716,335
"53914",153784717,245
"53915",153784719,6105
"53916",153784720,370
"53917",153784722,395
"53918",153784723,395
"53919",153784725,395
"53920",153784730,395
"53921",153784734,5
"53922",153784735,395
"53923",153784739,490
"53924",153784742,515
"53925",153784743,510
"53926",153784744,395
"53927",153784748,20
"53928",153784749,1215
"53929",153784750,15
"53930",153784753,20
"53931",153784755,15
"53932",153784759,1305
"53933",153784773,15
"53934",153784777,10
"53935",153784781,10
"53936",153784784,10
"53937",153784790,10
"53938",153784792,1305
"53939",153784799,1305
"53940",153784802,1315
"53941",153784808,10
"53942",153784811,10
"53943",153784812,10
"53944",153784818,10
"53945",153784820,10
"53946",153784821,10
"53947",153784824,10
"53948",153784825,10
"53949",153784827,10
"53950",153784828,1325
"53951",153784830,1345
"53952",153784841,1335
"53953",153784843,10
"53954",153784845,10
"53955",153784847,10
"53956",153784863,25
"53957",153784865,25
"53958",153784866,35
"53959",153784867,35
"53960",153784869,5
"53961",153784870,70
"53962",153784871,70
"53963",153784873,70
"53964",153784879,25
"53965",153784883,30
"53966",153784885,5
"53967",153784887,5
"53968",153784889,30
"53969",153784891,80
"53970",153784892,30
"53971",153784894,80
"53972",153784922,5
"53973",153784923,5
"53974",153784924,10
"53975",153784925,5
"53976",153784927,5
"53977",153784930,5
"53978",153784931,5
"53979",153784942,20
"53980",153784943,6055
"53981",153784944,6070
"53982",153784945,255
"53983",153784947,255
"53984",153784948,380
"53985",153784954,5825
"53986",153784955,530
"53987",153784956,10
"53988",153784960,20
"53989",153784962,4255
"53990",153784963,5830
"53991",153784965,530
"53992",153784967,25
"53993",153784969,25
"53994",153784970,25
"53995",153784971,25
"53996",153784972,4885
"53997",153784973,85
"53998",153784988,15
"53999",153784989,25
"54000",153784990,15
"54001",153784991,20
"54002",153784992,4090
"54003",153784993,10
"54004",153784994,4885
"54005",153784995,1080
"54006",153784996,10
"54007",153784998,4970
"54008",153785000,10
"54009",153785002,20
"54010",153785003,5
"54011",153785004,5365
"54012",153785005,520
"54013",153785006,5765
"54014",153785007,410
"54015",153785008,10
"54016",153785010,15
"54017",153785012,510
"54018",153785013,10
"54019",153785014,15
"54020",153785016,25
"54021",153785021,20
"54022",153785023,20
"54023",153785025,2375
"54024",153785027,85
"54025",153785028,15
"54026",153785030,185
"54027",153785031,1875
"54028",153785033,2205
"54029",153785034,15
"54030",153785036,2195
"54031",153785038,15
"54032",153785039,5
"54033",153785040,2045
"54034",153785041,10
"54035",153785042,35
"54036",153785043,10
"54037",153785044,40
"54038",153785045,2045
"54039",153785049,2040
"54040",153785050,2085
"54041",153785052,30
"54042",153785056,10
"54043",153785058,5
"54044",153785059,10
"54045",153785060,5
"54046",153785062,10
"54047",153785065,5
"54048",153785066,5
"54049",153785067,5
"54050",153785068,5605
"54051",153785069,1815
"54052",153785070,6055
"54053",153785072,10
"54054",153785073,2210
"54055",153785074,140
"54056",153785077,35
"54057",153785078,35
"54058",153785083,35
"54059",153785085,35
"54060",153785086,2520
"54061",153785087,35
"54062",153785090,5
"54063",153785091,5845
"54064",153785094,2685
"54065",153785095,5
"54066",153785096,35
"54067",153785097,5
"54068",153785098,25
"54069",153785099,5855
"54070",153785106,5
"54071",153785108,10
"54072",153785109,45
"54073",153785110,1835
"54074",153785115,10
"54075",153785118,5115
"54076",153785119,1970
"54077",153785121,4630
"54078",153785122,1125
"54079",153785124,1155
"54080",153785125,710
"54081",153785126,1295
"54082",153785127,2430
"54083",153785128,20
"54084",153785129,50
"54085",153785130,15
"54086",153785131,10
"54087",153785132,5380
"54088",153785133,10
"54089",153785134,2275
"54090",153785135,2245
"54091",153785136,195
"54092",153785137,3045
"54093",153785138,2970
"54094",153785139,3045
"54095",153785140,195
"54096",153785141,5
"54097",153785142,2275
"54098",153785143,10
"54099",153785144,5460
"54100",153785145,2275
"54101",153785149,190
"54102",153785151,190
"54103",153785154,190
"54104",153785155,190
"54105",153785158,2970
"54106",153785162,195
"54107",153785163,145
"54108",153785165,140
"54109",153785166,145
"54110",153785180,5
"54111",153785181,5
"54112",153785182,140
"54113",153785199,5
"54114",153785202,140
"54115",153785208,135
"54116",153785213,3000
"54117",153785214,10
"54118",153785215,2985
"54119",153785218,2990
"54120",153785219,2990
"54121",153785221,2980
"54122",153785226,2960
"54123",153785228,2935
"54124",153785229,2860
"54125",153785234,30
"54126",153785235,2740
"54127",153785236,20
"54128",153785244,20
"54129",153785245,25
"54130",153785247,60
"54131",153785260,2590
"54132",153785261,130
"54133",153785262,995
"54134",153785264,450
"54135",153785265,380
"54136",153785266,2280
"54137",153785267,590
"54138",153785268,1520
"54139",153785269,445
"54140",153785272,595
"54141",153785273,1360
"54142",153785274,25
"54143",153785275,1240
"54144",153785276,1015
"54145",153785281,2050
"54146",153785287,2035
"54147",153785290,1370
"54148",153785291,5
"54149",153785296,2045
"54150",153785298,1355
"54151",153785304,1345
"54152",153785307,1355
"54153",153785309,1400
"54154",153785310,1415
"54155",153785315,1415
"54156",153785317,2035
"54157",153785318,1360
"54158",153785320,2035
"54159",153785321,5
"54160",153785322,1345
"54161",153785324,2100
"54162",153785325,5
"54163",153785326,1300
"54164",153785327,5
"54165",153785330,5
"54166",153785332,5
"54167",153785334,5
"54168",153785345,5
"54169",153785352,5
"54170",153785357,5
"54171",153785359,5
"54172",153785361,5
"54173",153785367,5
"54174",153785368,5
"54175",153785369,5
"54176",153785370,5
"54177",153785373,5
"54178",153785378,1435
"54179",153785384,1435
"54180",153785386,1435
"54181",153785388,1475
"54182",153785394,1490
"54183",153785395,1340
"54184",153785397,1490
"54185",153785401,5490
"54186",153785403,5475
"54187",153785404,2495
"54188",153785409,3115
"54189",153785412,1505
"54190",153785419,10
"54191",153785420,2170
"54192",153785422,1135
"54193",153785424,3110
"54194",153785425,2610
"54195",153785426,2910
"54196",153785427,1300
"54197",153785428,2295
"54198",153785429,25
"54199",153785430,30
"54200",153785431,2645
"54201",153785432,2370
"54202",153785433,50
"54203",153785434,2070
"54204",153785435,2080
"54205",153785436,3060
"54206",153785437,30
"54207",153785443,1490
"54208",153785445,25
"54209",153785447,1475
"54210",153785448,1390
"54211",153785457,1650
"54212",153785472,60
"54213",153785474,1655
"54214",153785475,1525
"54215",153785476,65
"54216",153785487,2895
"54217",153785493,2100
"54218",153785494,3715
"54219",153785495,65
"54220",153785496,1620
"54221",153785497,5
"54222",153785498,5
"54223",153785500,4345
"54224",153785501,10
"54225",153785507,1515
"54226",153785508,1545
"54227",153785509,1535
"54228",153785513,1520
"54229",153785514,1525
"54230",153785515,1505
"54231",153785518,1520
"54232",153785524,85
"54233",153785525,15
"54234",153785526,10
"54235",153785527,15
"54236",153785530,5
"54237",153785531,5
"54238",153785532,1740
"54239",153785533,15
"54240",153785534,10
"54241",153785535,15
"54242",153785537,5
"54243",153785538,5
"54244",153785539,620
"54245",153785540,10
"54246",153785541,250
"54247",153785543,5
"54248",153785544,1830
"54249",153785545,3630
"54250",153785546,70
"54251",153785547,575
"54252",153785548,1215
"54253",153785549,325
"54254",153785550,3340
"54255",153785553,25
"54256",153785554,1520
"54257",153785556,1525
"54258",153785559,5
"54259",153785561,5
"54260",153785562,30
"54261",153785563,1905
"54262",153785564,15
"54263",153785565,1540
"54264",153785566,4430
"54265",153785567,20
"54266",153785570,3940
"54267",153785572,15
"54268",153785574,1550
"54269",153785575,20
"54270",153785577,20
"54271",153785578,20
"54272",153785579,20
"54273",153785584,40
"54274",153785586,20
"54275",153785591,40
"54276",153785598,450
"54277",153785621,455
"54278",153785622,450
"54279",153785631,40
"54280",153785637,450
"54281",153785642,430
"54282",153785643,460
"54283",153785645,265
"54284",153785647,460
"54285",153785648,460
"54286",153785650,465
"54287",153785652,470
"54288",153785661,470
"54289",153785673,450
"54290",153785675,450
"54291",153785677,450
"54292",153785680,450
"54293",153785681,450
"54294",153785682,450
"54295",153785702,445
"54296",153785704,470
"54297",153785705,465
"54298",153785715,5
"54299",153785716,10
