"","edgeuid","hour","total_trips"
"74919",153827904,16,5
"74920",153827904,20,5
"74921",153827906,10,5
"74922",153827906,12,15
"74923",153827906,16,5
"74924",153827906,20,5
"74925",153827908,10,5
"74926",153827908,12,15
"74927",153827908,16,5
"74928",153827908,20,5
"74929",153827924,10,5
"74930",153827924,12,10
"74931",153827924,17,5
"74932",153827924,NA,5
"74933",153827925,10,5
"74934",153827925,12,10
"74935",153827925,17,5
"74936",153827925,NA,5
"74937",153827928,10,5
"74938",153827928,12,10
"74939",153827928,17,5
"74940",153827928,NA,5
"74941",153827929,10,5
"74942",153827929,12,15
"74943",153827929,17,5
"74944",153827929,NA,5
"74945",153827931,10,5
"74946",153827931,12,15
"74947",153827931,17,5
"74948",153827931,NA,5
"74949",153827934,7,10
"74950",153827934,8,5
"74951",153827934,9,5
"74952",153827934,10,15
"74953",153827934,11,10
"74954",153827934,12,30
"74955",153827934,13,10
"74956",153827934,14,10
"74957",153827934,15,5
"74958",153827934,16,20
"74959",153827934,17,10
"74960",153827934,19,5
"74961",153827934,NA,10
"74962",153827952,12,10
"74963",153827952,16,5
"74964",153827952,17,5
"74965",153827952,20,5
"74966",153827953,10,5
"74967",153827953,12,15
"74968",153827953,16,5
"74969",153827953,20,5
"74970",153827954,12,10
"74971",153827954,16,5
"74972",153827954,17,5
"74973",153827954,20,5
"74974",153827955,7,10
"74975",153827955,8,5
"74976",153827955,9,5
"74977",153827955,10,15
"74978",153827955,11,5
"74979",153827955,12,25
"74980",153827955,13,10
"74981",153827955,14,10
"74982",153827955,15,5
"74983",153827955,16,10
"74984",153827955,17,10
"74985",153827955,19,5
"74986",153827955,NA,10
"74987",153827956,7,10
"74988",153827956,8,5
"74989",153827956,9,5
"74990",153827956,10,15
"74991",153827956,11,5
"74992",153827956,12,20
"74993",153827956,13,15
"74994",153827956,14,10
"74995",153827956,15,5
"74996",153827956,16,15
"74997",153827956,17,5
"74998",153827956,19,5
"74999",153827956,20,5
"75000",153827956,NA,10
"75001",153827961,17,5
"75002",153827962,17,5
"75003",153827963,17,5
"75004",153827964,7,5
"75005",153827964,8,5
"75006",153827964,9,5
"75007",153827964,10,15
"75008",153827964,11,5
"75009",153827964,12,15
"75010",153827964,13,15
"75011",153827964,14,10
"75012",153827964,15,5
"75013",153827964,16,15
"75014",153827964,17,10
"75015",153827964,19,5
"75016",153827964,20,5
"75017",153827964,NA,10
"75018",153827969,7,5
"75019",153827969,8,5
"75020",153827969,9,5
"75021",153827969,10,15
"75022",153827969,11,5
"75023",153827969,12,15
"75024",153827969,13,15
"75025",153827969,14,10
"75026",153827969,15,5
"75027",153827969,16,15
"75028",153827969,17,10
"75029",153827969,19,5
"75030",153827969,20,5
"75031",153827969,NA,10
"75032",153827972,7,20
"75033",153827972,9,5
"75034",153827972,10,30
"75035",153827972,11,30
"75036",153827972,12,15
"75037",153827972,13,35
"75038",153827972,14,25
"75039",153827972,15,20
"75040",153827972,16,10
"75041",153827972,17,25
"75042",153827972,19,10
"75043",153827972,NA,30
"75044",153827978,13,10
"75045",153827979,13,5
"75046",153827980,11,10
"75047",153827980,13,10
"75048",153827986,11,10
"75049",153827986,13,10
"75050",153827993,7,5
"75051",153827993,8,10
"75052",153827993,9,45
"75053",153827993,10,90
"75054",153827993,11,200
"75055",153827993,12,165
"75056",153827993,13,110
"75057",153827993,14,140
"75058",153827993,15,90
"75059",153827993,16,105
"75060",153827993,17,85
"75061",153827993,18,30
"75062",153827993,19,15
"75063",153827993,NA,105
"75064",153827994,11,5
"75065",153827994,15,5
"75066",153827995,7,20
"75067",153827995,8,15
"75068",153827995,9,120
"75069",153827995,10,200
"75070",153827995,11,285
"75071",153827995,12,290
"75072",153827995,13,295
"75073",153827995,14,255
"75074",153827995,15,230
"75075",153827995,16,135
"75076",153827995,17,155
"75077",153827995,18,60
"75078",153827995,19,35
"75079",153827995,NA,285
"75080",153827996,13,5
"75081",153827996,18,5
"75082",153828000,13,5
"75083",153828000,18,5
"75084",153828013,7,20
"75085",153828013,8,25
"75086",153828013,9,120
"75087",153828013,10,200
"75088",153828013,11,270
"75089",153828013,12,285
"75090",153828013,13,295
"75091",153828013,14,255
"75092",153828013,15,245
"75093",153828013,16,135
"75094",153828013,17,165
"75095",153828013,18,60
"75096",153828013,19,40
"75097",153828013,NA,280
"75098",153828015,7,5
"75099",153828015,8,10
"75100",153828015,9,40
"75101",153828015,10,90
"75102",153828015,11,200
"75103",153828015,12,170
"75104",153828015,13,115
"75105",153828015,14,140
"75106",153828015,15,85
"75107",153828015,16,105
"75108",153828015,17,80
"75109",153828015,18,35
"75110",153828015,19,10
"75111",153828015,NA,110
"75112",153828017,18,5
"75113",153828019,18,5
"75114",153828020,18,5
"75115",153828022,7,20
"75116",153828022,8,25
"75117",153828022,9,120
"75118",153828022,10,190
"75119",153828022,11,280
"75120",153828022,12,285
"75121",153828022,13,300
"75122",153828022,14,260
"75123",153828022,15,245
"75124",153828022,16,140
"75125",153828022,17,165
"75126",153828022,18,60
"75127",153828022,19,40
"75128",153828022,NA,280
"75129",153828023,14,5
"75130",153828026,7,5
"75131",153828026,8,10
"75132",153828026,9,40
"75133",153828026,10,85
"75134",153828026,11,200
"75135",153828026,12,175
"75136",153828026,13,110
"75137",153828026,14,140
"75138",153828026,15,80
"75139",153828026,16,100
"75140",153828026,17,80
"75141",153828026,18,35
"75142",153828026,19,10
"75143",153828026,NA,110
"75144",153828027,7,20
"75145",153828027,8,25
"75146",153828027,9,120
"75147",153828027,10,195
"75148",153828027,11,280
"75149",153828027,12,285
"75150",153828027,13,300
"75151",153828027,14,260
"75152",153828027,15,245
"75153",153828027,16,145
"75154",153828027,17,165
"75155",153828027,18,60
"75156",153828027,19,40
"75157",153828027,NA,280
"75158",153828029,7,20
"75159",153828029,8,25
"75160",153828029,9,120
"75161",153828029,10,190
"75162",153828029,11,280
"75163",153828029,12,285
"75164",153828029,13,300
"75165",153828029,14,260
"75166",153828029,15,245
"75167",153828029,16,145
"75168",153828029,17,165
"75169",153828029,18,60
"75170",153828029,19,40
"75171",153828029,NA,280
"75172",153828033,7,5
"75173",153828033,8,10
"75174",153828033,9,40
"75175",153828033,10,80
"75176",153828033,11,200
"75177",153828033,12,175
"75178",153828033,13,110
"75179",153828033,14,140
"75180",153828033,15,80
"75181",153828033,16,95
"75182",153828033,17,80
"75183",153828033,18,30
"75184",153828033,19,10
"75185",153828033,NA,110
"75186",153828035,7,20
"75187",153828035,8,25
"75188",153828035,9,145
"75189",153828035,10,195
"75190",153828035,11,290
"75191",153828035,12,295
"75192",153828035,13,300
"75193",153828035,14,265
"75194",153828035,15,250
"75195",153828035,16,145
"75196",153828035,17,165
"75197",153828035,18,65
"75198",153828035,19,40
"75199",153828035,NA,280
"75200",153828036,7,20
"75201",153828036,8,25
"75202",153828036,9,145
"75203",153828036,10,195
"75204",153828036,11,295
"75205",153828036,12,295
"75206",153828036,13,300
"75207",153828036,14,270
"75208",153828036,15,240
"75209",153828036,16,150
"75210",153828036,17,170
"75211",153828036,18,65
"75212",153828036,19,40
"75213",153828036,NA,285
"75214",153828037,9,5
"75215",153828037,13,5
"75216",153828037,17,10
"75217",153828038,7,5
"75218",153828038,8,10
"75219",153828038,9,40
"75220",153828038,10,65
"75221",153828038,11,195
"75222",153828038,12,165
"75223",153828038,13,105
"75224",153828038,14,140
"75225",153828038,15,85
"75226",153828038,16,90
"75227",153828038,17,85
"75228",153828038,18,25
"75229",153828038,19,10
"75230",153828038,NA,110
"75231",153828042,7,35
"75232",153828042,8,55
"75233",153828042,9,210
"75234",153828042,10,440
"75235",153828042,11,635
"75236",153828042,12,670
"75237",153828042,13,600
"75238",153828042,14,590
"75239",153828042,15,520
"75240",153828042,16,390
"75241",153828042,17,320
"75242",153828042,18,140
"75243",153828042,19,85
"75244",153828042,20,5
"75245",153828042,NA,540
"75246",153828045,18,5
"75247",153828050,7,5
"75248",153828050,10,35
"75249",153828050,11,65
"75250",153828050,12,40
"75251",153828050,13,30
"75252",153828050,14,30
"75253",153828050,15,5
"75254",153828050,16,10
"75255",153828050,17,10
"75256",153828050,19,15
"75257",153828050,NA,30
"75258",153828051,7,5
"75259",153828051,10,30
"75260",153828051,11,65
"75261",153828051,12,40
"75262",153828051,13,30
"75263",153828051,14,30
"75264",153828051,15,5
"75265",153828051,16,10
"75266",153828051,17,10
"75267",153828051,19,15
"75268",153828051,NA,30
"75269",153828052,7,5
"75270",153828052,10,35
"75271",153828052,11,70
"75272",153828052,12,35
"75273",153828052,13,30
"75274",153828052,14,30
"75275",153828052,15,5
"75276",153828052,16,10
"75277",153828052,17,10
"75278",153828052,19,15
"75279",153828052,NA,35
"75280",153828053,11,10
"75281",153828054,7,5
"75282",153828054,10,35
"75283",153828054,11,65
"75284",153828054,12,40
"75285",153828054,13,30
"75286",153828054,14,25
"75287",153828054,15,5
"75288",153828054,16,10
"75289",153828054,17,10
"75290",153828054,19,15
"75291",153828054,NA,30
"75292",153828058,7,5
"75293",153828058,9,5
"75294",153828058,10,30
"75295",153828058,11,70
"75296",153828058,12,35
"75297",153828058,13,25
"75298",153828058,14,30
"75299",153828058,15,5
"75300",153828058,16,10
"75301",153828058,17,10
"75302",153828058,19,15
"75303",153828058,NA,30
"75304",153828063,7,5
"75305",153828063,9,5
"75306",153828063,10,35
"75307",153828063,11,60
"75308",153828063,12,35
"75309",153828063,13,25
"75310",153828063,14,35
"75311",153828063,15,5
"75312",153828063,16,15
"75313",153828063,17,10
"75314",153828063,19,15
"75315",153828063,NA,35
"75316",153828070,7,40
"75317",153828070,8,50
"75318",153828070,9,195
"75319",153828070,10,345
"75320",153828070,11,410
"75321",153828070,12,445
"75322",153828070,13,415
"75323",153828070,14,475
"75324",153828070,15,315
"75325",153828070,16,270
"75326",153828070,17,210
"75327",153828070,18,110
"75328",153828070,19,55
"75329",153828070,20,10
"75330",153828070,NA,375
"75331",153828077,7,35
"75332",153828077,8,50
"75333",153828077,9,195
"75334",153828077,10,350
"75335",153828077,11,410
"75336",153828077,12,445
"75337",153828077,13,430
"75338",153828077,14,470
"75339",153828077,15,305
"75340",153828077,16,275
"75341",153828077,17,205
"75342",153828077,18,105
"75343",153828077,19,60
"75344",153828077,20,10
"75345",153828077,NA,375
"75346",153828078,7,35
"75347",153828078,8,50
"75348",153828078,9,215
"75349",153828078,10,420
"75350",153828078,11,555
"75351",153828078,12,595
"75352",153828078,13,500
"75353",153828078,14,540
"75354",153828078,15,375
"75355",153828078,16,290
"75356",153828078,17,265
"75357",153828078,18,110
"75358",153828078,19,80
"75359",153828078,20,10
"75360",153828078,NA,475
"75361",153828083,7,30
"75362",153828083,8,50
"75363",153828083,9,195
"75364",153828083,10,345
"75365",153828083,11,435
"75366",153828083,12,460
"75367",153828083,13,410
"75368",153828083,14,470
"75369",153828083,15,325
"75370",153828083,16,260
"75371",153828083,17,210
"75372",153828083,18,110
"75373",153828083,19,65
"75374",153828083,20,10
"75375",153828083,NA,380
"75376",153828089,7,35
"75377",153828089,8,55
"75378",153828089,9,210
"75379",153828089,10,435
"75380",153828089,11,650
"75381",153828089,12,675
"75382",153828089,13,605
"75383",153828089,14,590
"75384",153828089,15,505
"75385",153828089,16,385
"75386",153828089,17,335
"75387",153828089,18,155
"75388",153828089,19,85
"75389",153828089,20,5
"75390",153828089,NA,545
"75391",153828090,7,35
"75392",153828090,8,55
"75393",153828090,9,210
"75394",153828090,10,440
"75395",153828090,11,650
"75396",153828090,12,675
"75397",153828090,13,620
"75398",153828090,14,590
"75399",153828090,15,510
"75400",153828090,16,385
"75401",153828090,17,330
"75402",153828090,18,155
"75403",153828090,19,85
"75404",153828090,20,5
"75405",153828090,NA,545
"75406",153828091,7,35
"75407",153828091,8,55
"75408",153828091,9,210
"75409",153828091,10,440
"75410",153828091,11,650
"75411",153828091,12,685
"75412",153828091,13,605
"75413",153828091,14,590
"75414",153828091,15,520
"75415",153828091,16,380
"75416",153828091,17,330
"75417",153828091,18,155
"75418",153828091,19,85
"75419",153828091,20,5
"75420",153828091,NA,545
"75421",153828094,7,35
"75422",153828094,8,55
"75423",153828094,9,220
"75424",153828094,10,445
"75425",153828094,11,665
"75426",153828094,12,690
"75427",153828094,13,600
"75428",153828094,14,595
"75429",153828094,15,515
"75430",153828094,16,380
"75431",153828094,17,330
"75432",153828094,18,155
"75433",153828094,19,85
"75434",153828094,20,5
"75435",153828094,NA,545
"75436",153828098,7,35
"75437",153828098,8,55
"75438",153828098,9,220
"75439",153828098,10,450
"75440",153828098,11,665
"75441",153828098,12,695
"75442",153828098,13,605
"75443",153828098,14,585
"75444",153828098,15,500
"75445",153828098,16,375
"75446",153828098,17,340
"75447",153828098,18,150
"75448",153828098,19,85
"75449",153828098,20,10
"75450",153828098,NA,545
"75451",153828099,9,10
"75452",153828099,10,10
"75453",153828099,11,25
"75454",153828099,12,50
"75455",153828099,13,40
"75456",153828099,14,10
"75457",153828099,15,10
"75458",153828099,16,20
"75459",153828099,17,25
"75460",153828099,18,25
"75461",153828099,19,15
"75462",153828099,NA,50
"75463",153828100,9,10
"75464",153828100,10,10
"75465",153828100,11,25
"75466",153828100,12,50
"75467",153828100,13,35
"75468",153828100,14,10
"75469",153828100,15,10
"75470",153828100,16,20
"75471",153828100,17,25
"75472",153828100,18,25
"75473",153828100,19,15
"75474",153828100,NA,50
"75475",153828101,9,10
"75476",153828101,10,10
"75477",153828101,11,25
"75478",153828101,12,50
"75479",153828101,13,30
"75480",153828101,14,10
"75481",153828101,15,10
"75482",153828101,16,20
"75483",153828101,17,25
"75484",153828101,18,25
"75485",153828101,19,15
"75486",153828101,NA,50
"75487",153828108,18,5
"75488",153828109,18,5
"75489",153828110,18,5
"75490",153828113,18,5
"75491",153828114,9,10
"75492",153828114,10,10
"75493",153828114,11,20
"75494",153828114,12,50
"75495",153828114,13,35
"75496",153828114,14,10
"75497",153828114,15,10
"75498",153828114,16,20
"75499",153828114,17,20
"75500",153828114,18,35
"75501",153828114,19,15
"75502",153828114,NA,55
"75503",153828116,9,10
"75504",153828116,10,10
"75505",153828116,11,20
"75506",153828116,12,50
"75507",153828116,13,30
"75508",153828116,14,10
"75509",153828116,15,10
"75510",153828116,16,20
"75511",153828116,17,25
"75512",153828116,18,25
"75513",153828116,19,15
"75514",153828116,NA,50
"75515",153828125,7,40
"75516",153828125,8,55
"75517",153828125,9,210
"75518",153828125,10,420
"75519",153828125,11,560
"75520",153828125,12,605
"75521",153828125,13,505
"75522",153828125,14,545
"75523",153828125,15,375
"75524",153828125,16,300
"75525",153828125,17,265
"75526",153828125,18,115
"75527",153828125,19,80
"75528",153828125,20,10
"75529",153828125,NA,480
"75530",153828126,7,40
"75531",153828126,8,45
"75532",153828126,9,215
"75533",153828126,10,415
"75534",153828126,11,565
"75535",153828126,12,585
"75536",153828126,13,505
"75537",153828126,14,545
"75538",153828126,15,375
"75539",153828126,16,290
"75540",153828126,17,265
"75541",153828126,18,110
"75542",153828126,19,80
"75543",153828126,20,10
"75544",153828126,NA,475
"75545",153828128,7,40
"75546",153828128,8,50
"75547",153828128,9,210
"75548",153828128,10,415
"75549",153828128,11,565
"75550",153828128,12,595
"75551",153828128,13,505
"75552",153828128,14,550
"75553",153828128,15,375
"75554",153828128,16,295
"75555",153828128,17,265
"75556",153828128,18,115
"75557",153828128,19,80
"75558",153828128,20,10
"75559",153828128,NA,475
"75560",153828135,17,5
"75561",153828138,17,5
"75562",153828139,9,15
"75563",153828139,10,5
"75564",153828139,11,20
"75565",153828139,12,50
"75566",153828139,13,35
"75567",153828139,14,20
"75568",153828139,15,10
"75569",153828139,16,15
"75570",153828139,17,25
"75571",153828139,18,35
"75572",153828139,19,15
"75573",153828139,NA,55
"75574",153828141,9,15
"75575",153828141,10,5
"75576",153828141,11,20
"75577",153828141,12,50
"75578",153828141,13,35
"75579",153828141,14,30
"75580",153828141,15,10
"75581",153828141,16,15
"75582",153828141,17,25
"75583",153828141,18,35
"75584",153828141,19,15
"75585",153828141,NA,60
"75586",153828142,9,15
"75587",153828142,10,5
"75588",153828142,11,20
"75589",153828142,12,45
"75590",153828142,13,35
"75591",153828142,14,30
"75592",153828142,15,10
"75593",153828142,16,15
"75594",153828142,17,25
"75595",153828142,18,35
"75596",153828142,19,15
"75597",153828142,NA,55
"75598",153828144,9,15
"75599",153828144,10,5
"75600",153828144,11,15
"75601",153828144,12,50
"75602",153828144,13,35
"75603",153828144,14,20
"75604",153828144,15,10
"75605",153828144,16,15
"75606",153828144,17,20
"75607",153828144,18,35
"75608",153828144,19,15
"75609",153828144,NA,55
"75610",153828146,9,10
"75611",153828146,10,10
"75612",153828146,11,20
"75613",153828146,12,50
"75614",153828146,13,35
"75615",153828146,14,15
"75616",153828146,15,10
"75617",153828146,16,15
"75618",153828146,17,20
"75619",153828146,18,35
"75620",153828146,19,15
"75621",153828146,NA,55
"75622",153828147,9,10
"75623",153828147,10,10
"75624",153828147,11,20
"75625",153828147,12,50
"75626",153828147,13,35
"75627",153828147,14,15
"75628",153828147,15,10
"75629",153828147,16,15
"75630",153828147,17,20
"75631",153828147,18,35
"75632",153828147,19,15
"75633",153828147,NA,55
"75634",153828149,9,10
"75635",153828149,10,10
"75636",153828149,11,20
"75637",153828149,12,50
"75638",153828149,13,35
"75639",153828149,14,15
"75640",153828149,15,15
"75641",153828149,16,20
"75642",153828149,17,20
"75643",153828149,18,35
"75644",153828149,19,15
"75645",153828149,NA,55
"75646",153828150,9,10
"75647",153828150,10,10
"75648",153828150,11,25
"75649",153828150,12,50
"75650",153828150,13,35
"75651",153828150,14,15
"75652",153828150,15,15
"75653",153828150,16,15
"75654",153828150,17,20
"75655",153828150,18,35
"75656",153828150,19,15
"75657",153828150,NA,55
"75658",153828154,9,15
"75659",153828154,10,5
"75660",153828154,11,25
"75661",153828154,12,45
"75662",153828154,13,35
"75663",153828154,14,25
"75664",153828154,15,10
"75665",153828154,16,10
"75666",153828154,17,35
"75667",153828154,18,35
"75668",153828154,19,15
"75669",153828154,NA,65
"75670",153828157,17,5
"75671",153828163,17,5
"75672",153828168,16,5
"75673",153828170,17,5
"75674",153828175,9,10
"75675",153828175,10,10
"75676",153828175,11,20
"75677",153828175,12,55
"75678",153828175,13,35
"75679",153828175,14,15
"75680",153828175,15,10
"75681",153828175,16,20
"75682",153828175,17,20
"75683",153828175,18,35
"75684",153828175,19,15
"75685",153828175,NA,55
"75686",153828176,9,10
"75687",153828176,10,10
"75688",153828176,11,20
"75689",153828176,12,55
"75690",153828176,13,35
"75691",153828176,14,15
"75692",153828176,15,10
"75693",153828176,16,20
"75694",153828176,17,20
"75695",153828176,18,35
"75696",153828176,19,15
"75697",153828176,NA,60
"75698",153828178,9,10
"75699",153828178,10,10
"75700",153828178,11,20
"75701",153828178,12,50
"75702",153828178,13,35
"75703",153828178,14,15
"75704",153828178,15,15
"75705",153828178,16,20
"75706",153828178,17,20
"75707",153828178,18,35
"75708",153828178,19,15
"75709",153828178,NA,55
"75710",153828179,9,10
"75711",153828179,10,10
"75712",153828179,11,20
"75713",153828179,12,55
"75714",153828179,13,35
"75715",153828179,14,15
"75716",153828179,15,10
"75717",153828179,16,20
"75718",153828179,17,20
"75719",153828179,18,35
"75720",153828179,19,15
"75721",153828179,NA,60
"75722",153828182,9,10
"75723",153828182,10,10
"75724",153828182,11,20
"75725",153828182,12,50
"75726",153828182,13,35
"75727",153828182,14,15
"75728",153828182,15,15
"75729",153828182,16,20
"75730",153828182,17,20
"75731",153828182,18,35
"75732",153828182,19,15
"75733",153828182,NA,55
"75734",153828193,17,5
"75735",153828195,17,5
"75736",153828198,16,5
"75737",153828198,17,5
"75738",153828200,16,5
"75739",153828200,17,5
"75740",153828203,17,5
"75741",153828204,17,5
"75742",153828206,17,5
"75743",153828206,18,5
"75744",153828212,11,5
"75745",153828212,15,5
"75746",153828212,NA,5
"75747",153828213,11,5
"75748",153828213,15,5
"75749",153828213,NA,5
"75750",153828214,9,10
"75751",153828214,10,20
"75752",153828214,11,20
"75753",153828214,12,20
"75754",153828214,14,20
"75755",153828214,16,10
"75756",153828214,17,10
"75757",153828214,18,10
"75758",153828214,19,15
"75759",153828218,11,5
"75760",153828218,15,5
"75761",153828218,NA,5
"75762",153828226,11,5
"75763",153828226,14,10
"75764",153828226,20,5
"75765",153828227,14,10
"75766",153828227,15,5
"75767",153828227,NA,5
"75768",153828229,11,5
"75769",153828229,14,10
"75770",153828229,20,5
"75771",153828230,15,5
"75772",153828230,NA,5
"75773",153828231,8,5
"75774",153828231,11,5
"75775",153828231,14,10
"75776",153828232,11,5
"75777",153828232,14,15
"75778",153828232,20,5
"75779",153828233,11,5
"75780",153828233,14,20
"75781",153828233,20,5
"75782",153828234,8,10
"75783",153828234,14,5
"75784",153828234,NA,5
"75785",153828237,18,5
"75786",153828240,8,10
"75787",153828240,14,5
"75788",153828240,NA,5
"75789",153828242,8,10
"75790",153828242,14,5
"75791",153828242,NA,5
"75792",153828244,8,10
"75793",153828244,14,5
"75794",153828244,NA,5
"75795",153828246,8,10
"75796",153828246,14,5
"75797",153828246,NA,5
"75798",153828249,8,10
"75799",153828249,14,5
"75800",153828249,NA,5
"75801",153828251,8,10
"75802",153828251,14,5
"75803",153828251,NA,5
"75804",153828252,8,10
"75805",153828252,14,5
"75806",153828252,NA,5
"75807",153828253,8,10
"75808",153828253,14,5
"75809",153828253,NA,5
"75810",153828254,8,10
"75811",153828254,14,5
"75812",153828254,NA,5
"75813",153828263,14,10
"75814",153828271,8,5
"75815",153828271,11,5
"75816",153828271,14,10
"75817",153828274,NA,5
"75818",153828278,NA,5
"75819",153828280,NA,5
"75820",153828282,15,5
"75821",153828283,15,5
"75822",153828283,NA,5
"75823",153828295,NA,5
"75824",153828298,NA,5
"75825",153828299,NA,5
"75826",153828300,NA,5
"75827",153828303,NA,5
"75828",153828306,NA,5
"75829",153828308,NA,5
"75830",153828310,NA,5
"75831",153828320,NA,5
"75832",153828322,NA,5
"75833",153828323,NA,5
"75834",153828328,8,5
"75835",153828328,11,5
"75836",153828328,14,5
"75837",153828328,NA,5
"75838",153828329,8,10
"75839",153828329,14,5
"75840",153828329,NA,5
"75841",153828331,8,5
"75842",153828331,11,5
"75843",153828331,14,5
"75844",153828331,NA,5
"75845",153828332,8,5
"75846",153828332,11,5
"75847",153828332,14,5
"75848",153828332,NA,5
"75849",153828333,8,5
"75850",153828333,11,5
"75851",153828333,14,5
"75852",153828333,NA,5
"75853",153828334,8,5
"75854",153828334,11,5
"75855",153828334,14,5
"75856",153828334,15,5
"75857",153828334,NA,5
"75858",153828337,8,5
"75859",153828337,11,5
"75860",153828337,14,5
"75861",153828337,15,5
"75862",153828337,NA,5
"75863",153828345,8,5
"75864",153828345,11,5
"75865",153828345,15,5
"75866",153828345,20,5
"75867",153828345,NA,5
"75868",153828346,8,5
"75869",153828346,11,5
"75870",153828346,15,5
"75871",153828346,20,5
"75872",153828346,NA,5
"75873",153828379,8,5
"75874",153828379,11,5
"75875",153828379,15,5
"75876",153828379,20,5
"75877",153828379,NA,5
"75878",153828381,8,5
"75879",153828381,11,5
"75880",153828381,20,5
"75881",153828383,8,5
"75882",153828383,11,5
"75883",153828383,15,5
"75884",153828383,20,5
"75885",153828383,NA,5
"75886",153828385,8,5
"75887",153828385,20,5
"75888",153828386,8,5
"75889",153828386,11,5
"75890",153828386,15,5
"75891",153828386,20,5
"75892",153828386,NA,5
"75893",153828391,8,5
"75894",153828391,11,5
"75895",153828391,15,5
"75896",153828391,20,5
"75897",153828391,NA,5
"75898",153828392,8,5
"75899",153828392,11,5
"75900",153828392,12,5
"75901",153828392,15,5
"75902",153828392,20,5
"75903",153828392,NA,5
"75904",153828395,8,5
"75905",153828395,11,5
"75906",153828395,12,5
"75907",153828395,15,5
"75908",153828395,20,5
"75909",153828395,NA,5
"75910",153828413,8,5
"75911",153828413,11,5
"75912",153828413,12,5
"75913",153828413,15,5
"75914",153828413,20,5
"75915",153828413,NA,5
"75916",153828414,17,5
"75917",153828415,12,5
"75918",153828415,15,5
"75919",153828415,17,5
"75920",153828415,20,5
"75921",153828416,8,5
"75922",153828416,11,5
"75923",153828416,12,5
"75924",153828416,15,5
"75925",153828416,17,5
"75926",153828416,20,5
"75927",153828416,NA,5
"75928",153828430,6,5
"75929",153828430,8,15
"75930",153828430,9,55
"75931",153828430,10,160
"75932",153828430,11,190
"75933",153828430,12,230
"75934",153828430,13,175
"75935",153828430,14,145
"75936",153828430,15,195
"75937",153828430,16,80
"75938",153828430,17,85
"75939",153828430,18,45
"75940",153828430,19,15
"75941",153828430,NA,260
"75942",153828446,17,5
"75943",153828448,17,5
"75944",153828453,17,5
"75945",153828455,17,5
"75946",153828458,17,5
"75947",153828459,17,5
"75948",153828462,17,5
"75949",153828490,9,5
"75950",153828490,10,10
"75951",153828490,11,30
"75952",153828490,12,25
"75953",153828490,13,15
"75954",153828490,14,65
"75955",153828490,15,50
"75956",153828490,16,10
"75957",153828490,17,35
"75958",153828490,18,55
"75959",153828490,19,5
"75960",153828492,17,5
"75961",153828509,7,5
"75962",153828509,12,5
"75963",153828510,7,5
"75964",153828510,12,5
"75965",153828514,12,5
"75966",153828536,14,5
"75967",153828538,13,10
"75968",153828538,14,5
"75969",153828540,13,10
"75970",153828540,14,5
"75971",153828548,13,5
"75972",153828548,14,5
"75973",153828548,15,5
"75974",153828554,12,5
"75975",153828556,12,5
"75976",153828559,12,10
"75977",153828564,12,5
"75978",153828564,NA,5
"75979",153828565,NA,5
"75980",153828566,NA,5
"75981",153828570,12,5
"75982",153828571,13,5
"75983",153828571,14,5
"75984",153828573,14,5
"75985",153828576,14,5
"75986",153828578,14,5
"75987",153828580,11,5
"75988",153828583,9,15
"75989",153828583,10,10
"75990",153828583,11,15
"75991",153828583,12,10
"75992",153828583,14,10
"75993",153828583,15,20
"75994",153828583,16,10
"75995",153828583,17,5
"75996",153828583,18,5
"75997",153828583,NA,5
"75998",153828585,9,15
"75999",153828585,10,10
"76000",153828585,11,15
"76001",153828585,12,10
"76002",153828585,14,10
"76003",153828585,15,20
"76004",153828585,16,10
"76005",153828585,17,5
"76006",153828585,18,5
"76007",153828585,NA,5
"76008",153828592,16,5
"76009",153828596,16,5
"76010",153828598,14,5
"76011",153828602,17,5
"76012",153828602,NA,20
"76013",153828606,NA,10
"76014",153828608,16,5
"76015",153828609,16,5
"76016",153828611,16,5
"76017",153828612,16,5
"76018",153828616,NA,5
"76019",153828618,12,5
"76020",153828618,14,5
"76021",153828619,14,5
"76022",153828619,NA,10
"76023",153828620,NA,5
"76024",153828622,14,10
"76025",153828622,NA,10
"76026",153828626,12,5
"76027",153828626,14,5
"76028",153828630,12,5
"76029",153828630,14,5
"76030",153828637,9,15
"76031",153828637,10,10
"76032",153828637,11,15
"76033",153828637,12,10
"76034",153828637,14,10
"76035",153828637,15,20
"76036",153828637,16,10
"76037",153828637,17,5
"76038",153828637,18,5
"76039",153828637,NA,5
"76040",153828639,9,15
"76041",153828639,10,10
"76042",153828639,11,15
"76043",153828639,12,10
"76044",153828639,14,10
"76045",153828639,15,20
"76046",153828639,16,10
"76047",153828639,17,5
"76048",153828639,18,5
"76049",153828639,NA,5
"76050",153828641,9,15
"76051",153828641,10,10
"76052",153828641,11,15
"76053",153828641,12,10
"76054",153828641,14,10
"76055",153828641,15,20
"76056",153828641,16,10
"76057",153828641,17,5
"76058",153828641,18,5
"76059",153828641,NA,5
"76060",153828642,9,15
"76061",153828642,10,10
"76062",153828642,11,15
"76063",153828642,12,10
"76064",153828642,14,10
"76065",153828642,15,20
"76066",153828642,16,10
"76067",153828642,17,5
"76068",153828642,18,5
"76069",153828642,NA,5
"76070",153828645,9,15
"76071",153828645,10,10
"76072",153828645,11,15
